"","Activity","DataSource","tBodyAcc.mean...X","tBodyAcc.mean...Y","tBodyAcc.mean...Z","tBodyAcc.std...X","tBodyAcc.std...Y","tBodyAcc.std...Z","tGravityAcc.mean...X","tGravityAcc.mean...Y","tGravityAcc.mean...Z","tGravityAcc.std...X","tGravityAcc.std...Y","tGravityAcc.std...Z","tBodyAccJerk.mean...X","tBodyAccJerk.mean...Y","tBodyAccJerk.mean...Z","tBodyAccJerk.std...X","tBodyAccJerk.std...Y","tBodyAccJerk.std...Z","tBodyGyro.mean...X","tBodyGyro.mean...Y","tBodyGyro.mean...Z","tBodyGyro.std...X","tBodyGyro.std...Y","tBodyGyro.std...Z","tBodyGyroJerk.mean...X","tBodyGyroJerk.mean...Y","tBodyGyroJerk.mean...Z","tBodyGyroJerk.std...X","tBodyGyroJerk.std...Y","tBodyGyroJerk.std...Z","tBodyAccMag.mean..","tBodyAccMag.std..","tGravityAccMag.mean..","tGravityAccMag.std..","tBodyAccJerkMag.mean..","tBodyAccJerkMag.std..","tBodyGyroMag.mean..","tBodyGyroMag.std..","tBodyGyroJerkMag.mean..","tBodyGyroJerkMag.std..","fBodyAcc.mean...X","fBodyAcc.mean...Y","fBodyAcc.mean...Z","fBodyAcc.std...X","fBodyAcc.std...Y","fBodyAcc.std...Z","fBodyAccJerk.mean...X","fBodyAccJerk.mean...Y","fBodyAccJerk.mean...Z","fBodyAccJerk.std...X","fBodyAccJerk.std...Y","fBodyAccJerk.std...Z","fBodyGyro.mean...X","fBodyGyro.mean...Y","fBodyGyro.mean...Z","fBodyGyro.std...X","fBodyGyro.std...Y","fBodyGyro.std...Z","fBodyAccMag.mean..","fBodyAccMag.std..","fBodyBodyAccJerkMag.mean..","fBodyBodyAccJerkMag.std..","fBodyBodyGyroMag.mean..","fBodyBodyGyroMag.std..","fBodyBodyGyroJerkMag.mean..","fBodyBodyGyroJerkMag.std.."
"57","LAYING","test",0.3009048,-0.023610414,-0.096890735,-0.98681212,-0.974874,-0.9869338,-0.72762928,0.71743485,0.68079188,-0.97539016,-0.98538598,-0.97649265,0.084172767,0.013429448,-0.0088533945,-0.98356356,-0.97996292,-0.98975629,-0.031533371,-0.24528334,0.15656219,-0.98720614,-0.95112948,-0.94152353,-0.098648269,-0.0088691152,-0.098258239,-0.98611208,-0.98672806,-0.98367508,-0.98122621,-0.97908161,-0.98122621,-0.97908161,-0.98586535,-0.98640829,-0.91425567,-0.91926422,-0.98654648,-0.9883955,-0.98350603,-0.97597165,-0.98590039,-0.98834378,-0.97476722,-0.98780159,-0.98286485,-0.9797115,-0.98779743,-0.98593862,-0.9817359,-0.99028732,-0.98404221,-0.95693298,-0.93642651,-0.98814147,-0.94804454,-0.94851088,-0.9798187,-0.98075362,-0.9863168,-0.98497016,-0.9398944,-0.91990834,-0.98854277,-0.98847859
"58","LAYING","test",0.28567994,-0.021402652,-0.099788959,-0.98882456,-0.99010644,-0.99850164,-0.72085621,0.71396105,0.68526411,-0.97869812,-0.99342254,-0.98917087,0.059172424,0.020983328,0.003382057,-0.98741145,-0.98856702,-0.99473185,-0.039082748,-0.13179261,0.079899406,-0.99495801,-0.97124494,-0.97196367,-0.1007216,-0.030101192,-0.073474108,-0.99422339,-0.99030562,-0.98924489,-0.99088456,-0.99348713,-0.99088456,-0.99348713,-0.99101218,-0.99410948,-0.96723595,-0.96612827,-0.99178625,-0.99208639,-0.9876537,-0.98703306,-0.99727769,-0.98922702,-0.99155107,-0.99868059,-0.98684333,-0.98760613,-0.99427157,-0.98927593,-0.99077657,-0.99359725,-0.99323132,-0.97738939,-0.97203965,-0.99547077,-0.96801689,-0.9743222,-0.99197665,-0.99485329,-0.9939209,-0.99300226,-0.97713959,-0.96493965,-0.99292703,-0.99107021
"59","LAYING","test",0.27205902,-0.021271356,-0.10063642,-0.99521892,-0.99197156,-0.99657104,-0.71824729,0.71111133,0.68862349,-0.99439039,-0.98893361,-0.98558872,0.076035903,0.013382995,-0.007992728,-0.99049702,-0.99305729,-0.99442248,-0.035839184,-0.074036713,0.059131448,-0.99576698,-0.9882587,-0.99737727,-0.095766701,-0.031586378,-0.051629454,-0.99705713,-0.99300463,-0.99530303,-0.99461891,-0.99580527,-0.99461891,-0.99580527,-0.99381926,-0.994684,-0.98499982,-0.99324165,-0.99527188,-0.9946964,-0.99325448,-0.99099548,-0.99591471,-0.99626481,-0.99192504,-0.99642938,-0.99009077,-0.99238197,-0.99366124,-0.99187077,-0.99453872,-0.99362662,-0.99530733,-0.98824826,-0.99596877,-0.99584013,-0.98825233,-0.99828398,-0.99570482,-0.99565194,-0.99428451,-0.99395514,-0.99449861,-0.99323569,-0.99519095,-0.99395679
"60","LAYING","test",0.27631974,-0.017844672,-0.10385552,-0.99576459,-0.99564856,-0.9942946,-0.71982373,0.70859517,0.69142117,-0.99750135,-0.99469385,-0.99334447,0.083713455,0.011526507,-0.0058181692,-0.99257405,-0.99568368,-0.9947109,-0.03070443,-0.057090164,0.064112225,-0.99802023,-0.99601934,-0.99529468,-0.095886296,-0.037434207,-0.049878664,-0.9961178,-0.99436751,-0.9933751,-0.99755985,-0.99606864,-0.99755985,-0.99606864,-0.99553935,-0.99559462,-0.98941665,-0.99555182,-0.99514057,-0.99643388,-0.99480028,-0.99446,-0.99347166,-0.99618905,-0.99551165,-0.99444851,-0.99232598,-0.99504179,-0.99215369,-0.99354834,-0.99694894,-0.99624862,-0.99643778,-0.99494675,-0.99365789,-0.99864392,-0.99681742,-0.99640533,-0.99559954,-0.99619873,-0.99521573,-0.99488461,-0.99524502,-0.99646745,-0.99613378,-0.99664298
"61","LAYING","test",0.27869543,-0.017640511,-0.10511841,-0.99746842,-0.99845545,-0.99334269,-0.72009525,0.7081513,0.69318963,-0.99941554,-0.998695,-0.9931461,0.075670506,0.0068063114,0.0077829162,-0.99467264,-0.99461526,-0.99288006,-0.02852509,-0.057714662,0.07397583,-0.998612,-0.99716856,-0.99530842,-0.097260231,-0.042370195,-0.053067421,-0.9959825,-0.99619173,-0.9938778,-0.99893571,-0.9961654,-0.99893571,-0.9961654,-0.99495126,-0.99610907,-0.99328876,-0.99514579,-0.99624462,-0.9976173,-0.99683568,-0.99584843,-0.99133581,-0.99775437,-0.99921236,-0.99450325,-0.99520942,-0.99476653,-0.99014194,-0.99447257,-0.99478161,-0.99456085,-0.99730043,-0.99655775,-0.99370716,-0.9991656,-0.99758304,-0.99639913,-0.99595286,-0.99606117,-0.99588693,-0.99508644,-0.99511318,-0.99588275,-0.99746842,-0.99743539
"62","LAYING","test",0.28026202,-0.018697516,-0.10968549,-0.99612342,-0.99807443,-0.99196657,-0.71981933,0.70791099,0.69418107,-0.99949955,-0.99746151,-0.99584669,0.083126265,0.00995022,0.0037197928,-0.99359223,-0.99423975,-0.99192484,-0.026875752,-0.065254288,0.083337246,-0.99826399,-0.99667695,-0.99630527,-0.097186163,-0.043182318,-0.049661825,-0.99595308,-0.99696945,-0.99627299,-0.99762785,-0.99597466,-0.99762785,-0.99597466,-0.99374906,-0.99607895,-0.99676166,-0.99671942,-0.99711144,-0.99860291,-0.99450096,-0.99577759,-0.99070777,-0.99698841,-0.99859501,-0.99262589,-0.99335427,-0.99414756,-0.9895632,-0.99446627,-0.99477319,-0.99304061,-0.99702217,-0.99627738,-0.99443824,-0.99873305,-0.99691129,-0.99751312,-0.99500693,-0.99660012,-0.99559725,-0.99548523,-0.99657987,-0.99727934,-0.99856279,-0.99838256
"63","LAYING","test",0.29238966,-0.014798532,-0.11487816,-0.99280911,-0.99112641,-0.99202521,-0.71847033,0.70722564,0.69341273,-0.99218778,-0.99726372,-0.99388791,0.081997015,0.014824447,0.0073997541,-0.99349931,-0.99325447,-0.99263375,-0.024763532,-0.072646738,0.0937767,-0.99796997,-0.99746051,-0.99495438,-0.096593835,-0.042297251,-0.050572781,-0.99591716,-0.99636659,-0.99533192,-0.9914538,-0.99426977,-0.9914538,-0.99426977,-0.99399789,-0.9957322,-0.99639256,-0.99722715,-0.99670883,-0.99771084,-0.99207201,-0.99165914,-0.99193175,-0.9930404,-0.99027389,-0.99181766,-0.99369972,-0.99373144,-0.99046314,-0.99381551,-0.99308556,-0.99352037,-0.99648191,-0.99635947,-0.99474587,-0.99853739,-0.99835506,-0.99538972,-0.99397873,-0.99446875,-0.99442889,-0.99691596,-0.99729607,-0.99751325,-0.99756037,-0.99775496
"64","LAYING","test",0.29089459,-0.012652477,-0.11315576,-0.98930153,-0.99094197,-0.99122081,-0.71309112,0.70885242,0.6912159,-0.97917626,-0.98876467,-0.99004222,0.06159483,0.0083470872,-0.0068951122,-0.99356918,-0.99464584,-0.98986931,-0.027288741,-0.072090637,0.083183671,-0.99598275,-0.99766178,-0.98418102,-0.10012442,-0.039127706,-0.061962697,-0.99700019,-0.9968616,-0.99216003,-0.98920966,-0.9943943,-0.98920966,-0.9943943,-0.99307567,-0.99410028,-0.99293871,-0.99498392,-0.9967011,-0.99691094,-0.98919656,-0.9918902,-0.9909891,-0.98919252,-0.98988326,-0.99117435,-0.99318004,-0.9946953,-0.98991309,-0.99465701,-0.99495098,-0.98815181,-0.99594508,-0.9967507,-0.98611633,-0.99592328,-0.99837145,-0.98479383,-0.9938574,-0.99479161,-0.99315024,-0.99443469,-0.99503331,-0.99567469,-0.99676935,-0.99696236
"65","LAYING","test",0.27191593,-0.019731212,-0.10278027,-0.99074021,-0.98734334,-0.99000242,-0.70914868,0.71106611,0.68994861,-0.9903629,-0.99340582,-0.99340721,0.070519824,0.0046784377,-0.012536393,-0.9952761,-0.99569201,-0.99051871,-0.029765371,-0.07288768,0.078529226,-0.99545996,-0.99727578,-0.9856536,-0.098793364,-0.041135997,-0.054256847,-0.99632845,-0.99687592,-0.99108927,-0.99040175,-0.99508494,-0.99040175,-0.99508494,-0.99424052,-0.99495541,-0.99273406,-0.99432928,-0.99617884,-0.99689851,-0.99229201,-0.99126868,-0.99021783,-0.98992323,-0.98511487,-0.9897401,-0.99487743,-0.99596629,-0.98845394,-0.99623489,-0.99561322,-0.99120076,-0.9957317,-0.99674375,-0.98767458,-0.99531341,-0.99762499,-0.9861048,-0.994644,-0.99530731,-0.99437506,-0.9946002,-0.99456117,-0.99496755,-0.99664966,-0.99716568
"66","LAYING","test",0.29301384,-0.01607838,-0.11018298,-0.98371207,-0.97530943,-0.98214793,-0.71036516,0.70956997,0.69175181,-0.98983768,-0.98945168,-0.98772529,0.085430755,0.022670342,-0.013913567,-0.99518068,-0.99435675,-0.99640333,-0.023724761,-0.073166234,0.099927166,-0.99203805,-0.99574285,-0.98168679,-0.099219815,-0.039877484,-0.056519309,-0.9957504,-0.99571063,-0.99212137,-0.98226511,-0.98382787,-0.98226511,-0.98382787,-0.99645159,-0.99898051,-0.98881937,-0.98983511,-0.99564426,-0.99667542,-0.98789123,-0.98362648,-0.98799678,-0.98194308,-0.97194527,-0.9792036,-0.99496661,-0.99399535,-0.99523128,-0.99588782,-0.99527388,-0.99615279,-0.99369717,-0.99488487,-0.98570719,-0.99158803,-0.99634447,-0.98189132,-0.99136982,-0.98115209,-0.9987856,-0.99802582,-0.99352195,-0.98894425,-0.99661583,-0.99661642
"67","LAYING","test",0.33999093,-0.039323711,-0.11380871,-0.8552877,-0.88627572,-0.91776601,-0.58922506,0.7846827,0.63285929,-0.689061,-0.89838755,-0.89634225,0.17251034,0.050036903,-0.09166723,-0.972563,-0.96187523,-0.97947878,0.17650597,-0.37064377,0.63994236,-0.90459145,-0.95892357,-0.82080238,-0.16111861,-0.018182076,-0.19292642,-0.97828545,-0.97950075,-0.96428922,-0.86552976,-0.84800241,-0.86552976,-0.84800241,-0.97485844,-0.96520099,-0.63911675,-0.78120823,-0.97895591,-0.97395005,-0.87591761,-0.91903677,-0.92589239,-0.84760862,-0.87786898,-0.9186625,-0.97058848,-0.95727493,-0.9721968,-0.97763602,-0.97153121,-0.98689968,-0.8904681,-0.96559907,-0.79977099,-0.90921358,-0.9553934,-0.84452554,-0.84038757,-0.87507951,-0.96465703,-0.9645583,-0.82829165,-0.78836964,-0.97420276,-0.97499294
"68","LAYING","test",0.32773332,-0.012972104,-0.10934048,-0.91832647,-0.9739953,-0.96697887,-0.58048716,0.77009784,0.63225034,-0.84447983,-0.98368765,-0.96073927,0.039292808,0.0073950262,0.0170328,-0.98939719,-0.98008862,-0.99036092,0.061929535,-0.286331,0.34741163,-0.93640592,-0.9514162,-0.8546718,-0.13891879,-0.019907312,-0.12768588,-0.99121714,-0.99074865,-0.98113448,-0.93097813,-0.92681118,-0.93097813,-0.92681118,-0.9876883,-0.99086608,-0.82024716,-0.82080707,-0.98941993,-0.99024153,-0.94672016,-0.97751198,-0.9777984,-0.90901309,-0.97273925,-0.96272659,-0.98894226,-0.97966473,-0.98905918,-0.9909304,-0.98209305,-0.99011805,-0.93186499,-0.96575429,-0.87663156,-0.93813982,-0.94443409,-0.86115709,-0.96034958,-0.92244854,-0.98990585,-0.99103746,-0.88776134,-0.81325065,-0.99041701,-0.99025617
"69","LAYING","test",0.26238254,-0.020021626,-0.099674861,-0.96097213,-0.99090799,-0.98377812,-0.56016657,0.77174741,0.63096127,-0.95858439,-0.9925661,-0.97858753,0.089127334,0.0048566452,0.0027823965,-0.98908237,-0.98883232,-0.99048048,-0.0043025236,-0.18282093,0.16657936,-0.97298063,-0.97161117,-0.94420855,-0.1187739,-0.02155816,-0.096986971,-0.99695027,-0.99344156,-0.98837819,-0.96798124,-0.97859325,-0.96798124,-0.97859325,-0.98981544,-0.99382447,-0.93136684,-0.93521921,-0.99358379,-0.99464706,-0.97911858,-0.98851962,-0.98640179,-0.95514997,-0.99183506,-0.98248978,-0.98991577,-0.9890838,-0.9892029,-0.98905376,-0.98928234,-0.9902156,-0.96919358,-0.97570017,-0.93900691,-0.97415332,-0.96937978,-0.951001,-0.98503957,-0.97718751,-0.99266739,-0.99455765,-0.95679596,-0.93321869,-0.99408064,-0.99554724
"70","LAYING","test",0.29490692,-0.017273605,-0.10855348,-0.97238323,-0.99040729,-0.99071755,-0.56364509,0.77073753,0.63399216,-0.97033109,-0.99455166,-0.99423313,0.078494785,0.017328539,-0.015292153,-0.98862821,-0.99072561,-0.98920526,-0.033484636,-0.10529417,0.072248557,-0.98746131,-0.97160406,-0.95080412,-0.10723028,-0.023488733,-0.084992094,-0.99597653,-0.99237033,-0.99220686,-0.97918424,-0.98318868,-0.97918424,-0.98318868,-0.98946973,-0.99348171,-0.96540293,-0.97383808,-0.99406694,-0.99363653,-0.98563114,-0.98941258,-0.98787455,-0.96799143,-0.99046883,-0.99274272,-0.98886252,-0.9907002,-0.98778963,-0.98934855,-0.99141573,-0.98907496,-0.98675792,-0.97745031,-0.95854598,-0.98765336,-0.96851446,-0.95270912,-0.98700688,-0.98237801,-0.99188228,-0.9950491,-0.98455106,-0.97180152,-0.99376879,-0.99344882
"71","LAYING","test",0.2673108,-0.017739291,-0.10418492,-0.97618683,-0.98801979,-0.99327413,-0.55997593,0.77059469,0.63445297,-0.97810879,-0.99684782,-0.99465297,0.077769042,0.0049524785,0.0037924964,-0.99031617,-0.98698079,-0.99004389,-0.041686651,-0.073833051,0.048034885,-0.99627955,-0.99189099,-0.97590619,-0.095958557,-0.040903783,-0.043397342,-0.99656403,-0.99267133,-0.9921081,-0.98243677,-0.98774126,-0.98243677,-0.98774126,-0.9898351,-0.99308403,-0.97730692,-0.98477734,-0.9944413,-0.99388505,-0.9846067,-0.98612221,-0.99193171,-0.9730806,-0.98878759,-0.99390364,-0.98981792,-0.98649677,-0.9890906,-0.99183323,-0.98858502,-0.98940124,-0.99510838,-0.99155016,-0.97860099,-0.99661035,-0.99208786,-0.97703342,-0.98814184,-0.98831462,-0.99239689,-0.99281401,-0.98918503,-0.98425465,-0.99412077,-0.99356611
"72","LAYING","test",0.29493279,-0.018148994,-0.10870259,-0.97149269,-0.98887703,-0.99356016,-0.56124794,0.77026141,0.63556832,-0.97751018,-0.99542073,-0.99390653,0.079098632,0.015055689,0.012241295,-0.99230104,-0.98533741,-0.99323391,-0.039533916,-0.067116322,0.061494108,-0.99579403,-0.98891142,-0.97822192,-0.094195045,-0.04180834,-0.043250891,-0.99730157,-0.9943596,-0.99060558,-0.97902373,-0.98187916,-0.97902373,-0.98187916,-0.99175592,-0.99392305,-0.98168007,-0.98438727,-0.99507025,-0.99519875,-0.98498364,-0.98642472,-0.99270456,-0.96702039,-0.98995898,-0.99378867,-0.99188149,-0.98550374,-0.9913033,-0.99353477,-0.98615629,-0.99383763,-0.99421759,-0.99144391,-0.97932504,-0.9962699,-0.98746751,-0.9796576,-0.98672683,-0.98075496,-0.99380059,-0.99261475,-0.9871068,-0.98493553,-0.99511085,-0.99527028
"73","LAYING","test",0.2843065,-0.017380345,-0.10824585,-0.97250517,-0.99019849,-0.98989676,-0.55560372,0.76955427,0.63545798,-0.96802429,-0.99841399,-0.99472111,0.062898707,0.01253753,-0.012163607,-0.99370963,-0.98516674,-0.99252382,-0.035580551,-0.056262295,0.058187332,-0.99598176,-0.99247721,-0.98540789,-0.097366409,-0.041631596,-0.053713027,-0.99682735,-0.99495588,-0.99275086,-0.98083557,-0.98188915,-0.98083557,-0.98188915,-0.99200077,-0.99356731,-0.98466842,-0.98460002,-0.99563424,-0.99639328,-0.98055573,-0.98704037,-0.9881628,-0.96946212,-0.991703,-0.99107143,-0.99399934,-0.98464943,-0.98957456,-0.99389595,-0.98694626,-0.99447836,-0.99553714,-0.99278293,-0.98587962,-0.99605073,-0.99224016,-0.98641071,-0.98673781,-0.98076203,-0.99282979,-0.99344985,-0.98962904,-0.98377627,-0.9963639,-0.99630592
"74","LAYING","test",0.27747775,-0.017918468,-0.10552646,-0.97290191,-0.98988889,-0.98890697,-0.55417483,0.76906401,0.63554937,-0.9783072,-0.99620099,-0.99402872,0.094204621,0.0059664465,-0.0015305477,-0.99283501,-0.98626686,-0.98663114,-0.028334978,-0.074639135,0.091224555,-0.99534522,-0.99173335,-0.97691929,-0.094790236,-0.039882834,-0.051752962,-0.99599652,-0.99505705,-0.99447077,-0.98172401,-0.97939746,-0.98172401,-0.97939746,-0.98930602,-0.99070335,-0.98818907,-0.99121632,-0.99563919,-0.99734403,-0.97607879,-0.98692208,-0.98696021,-0.97146646,-0.99127052,-0.99032264,-0.99292066,-0.98600416,-0.98508613,-0.99335608,-0.98760534,-0.98661099,-0.99408327,-0.99371293,-0.9861413,-0.99569127,-0.99056491,-0.97621679,-0.98260472,-0.97954206,-0.98995227,-0.99046844,-0.99369774,-0.99078627,-0.99720313,-0.99736796
"75","LAYING","test",0.31454279,-0.015639484,-0.11205392,-0.97482366,-0.99079803,-0.99323782,-0.55271292,0.76874208,0.63638767,-0.96330987,-0.99623657,-0.9970744,0.075351154,0.013076733,0.0068509114,-0.98974996,-0.98832069,-0.98767463,-0.025914376,-0.073034601,0.092189631,-0.99650454,-0.9900894,-0.97556585,-0.095747891,-0.03821589,-0.059380367,-0.99539688,-0.99459043,-0.99076835,-0.9780311,-0.97458534,-0.9780311,-0.97458534,-0.98886288,-0.99203876,-0.98733156,-0.99005577,-0.9943734,-0.99659973,-0.9856926,-0.98916706,-0.99033808,-0.97105402,-0.99123171,-0.99517226,-0.98966032,-0.98859528,-0.98649575,-0.99077378,-0.98877796,-0.98725452,-0.99499963,-0.99147937,-0.9810812,-0.99697741,-0.98923163,-0.97589618,-0.98442006,-0.97227619,-0.9904473,-0.99308233,-0.99084317,-0.99099145,-0.9966969,-0.99629515
"76","LAYING","test",0.27616038,-0.018258159,-0.10492036,-0.97000881,-0.98965068,-0.9862869,-0.54135944,0.76948547,0.63553833,-0.96436164,-0.99617311,-0.99427727,0.059309913,0.0048735219,0.00020497514,-0.99057679,-0.989595,-0.99259907,-0.029695515,-0.066395121,0.073190939,-0.99540408,-0.98863822,-0.98470204,-0.099146775,-0.044608843,-0.050353735,-0.99548866,-0.99149107,-0.98801568,-0.97782444,-0.98126334,-0.97782444,-0.98126334,-0.99150787,-0.99557948,-0.98853747,-0.98928214,-0.99198729,-0.994198,-0.97729151,-0.9872845,-0.98904021,-0.96717715,-0.99063156,-0.98471529,-0.98947822,-0.98975836,-0.99085408,-0.99293204,-0.99010835,-0.99294647,-0.99409124,-0.98785183,-0.98270522,-0.99577016,-0.98916115,-0.98673344,-0.98457882,-0.98105261,-0.9946943,-0.99564801,-0.98906668,-0.99119618,-0.9933037,-0.99572571
"77","LAYING","test",0.27628845,-0.020230299,-0.099639409,-0.9720728,-0.99289582,-0.98776726,-0.54142899,0.76868403,0.63685569,-0.97314766,-0.99265662,-0.98366111,0.086535909,0.014491718,-0.0082304493,-0.99369872,-0.98940885,-0.99300827,-0.027499714,-0.080806128,0.097877102,-0.99456195,-0.99011025,-0.98234863,-0.099017154,-0.042829335,-0.049676334,-0.99751203,-0.9918892,-0.99121775,-0.97905506,-0.98222938,-0.97905506,-0.98222938,-0.99284837,-0.99673866,-0.98848981,-0.99039732,-0.99400093,-0.99315235,-0.98145542,-0.99025497,-0.9891044,-0.96864498,-0.99389749,-0.98694297,-0.99351557,-0.99007808,-0.99242618,-0.99449289,-0.98927354,-0.99198641,-0.99495233,-0.98905199,-0.98416488,-0.99439081,-0.99083169,-0.98316854,-0.98675301,-0.98122143,-0.99616437,-0.99586273,-0.9906415,-0.99171476,-0.99308424,-0.99324309
"78","LAYING","test",0.323685,-0.015714002,-0.11094539,-0.97812842,-0.99262693,-0.98885228,-0.53980076,0.76711883,0.63977993,-0.9586241,-0.99599343,-0.98944303,0.072480984,0.013565205,-0.01340999,-0.99264594,-0.9897246,-0.99108475,-0.024836383,-0.074969156,0.093691936,-0.99600193,-0.98958453,-0.97034636,-0.10048672,-0.036671533,-0.064884504,-0.99801625,-0.99557319,-0.99369483,-0.97585522,-0.97479885,-0.97585522,-0.97479885,-0.9921009,-0.99408928,-0.98491656,-0.98814562,-0.9965863,-0.99660084,-0.98639525,-0.99061067,-0.98877423,-0.97509105,-0.99320751,-0.98888467,-0.99214286,-0.98992356,-0.99101122,-0.99397107,-0.99017877,-0.9894962,-0.99579699,-0.99159841,-0.97965508,-0.99599389,-0.98839853,-0.97015149,-0.9873106,-0.97143283,-0.99380031,-0.99297092,-0.99061381,-0.98822941,-0.99668223,-0.99629829
"79","LAYING","test",0.27524826,-0.016467107,-0.11215011,-0.96345392,-0.99113223,-0.98983504,-0.5260992,0.76781001,0.63887995,-0.9596428,-0.99435951,-0.98795368,0.06358326,0.0059606386,0.009815996,-0.99235107,-0.98925903,-0.99147512,-0.028389623,-0.066310125,0.069226483,-0.99581234,-0.99137033,-0.97562839,-0.098380613,-0.040333986,-0.055965625,-0.99774838,-0.99692601,-0.99311778,-0.97270083,-0.98152474,-0.97270083,-0.98152474,-0.99199659,-0.99424928,-0.98687675,-0.98620588,-0.99706358,-0.99744225,-0.97798891,-0.98938866,-0.98902587,-0.95853459,-0.99161744,-0.99031429,-0.99194477,-0.98930556,-0.9903459,-0.99356574,-0.98995427,-0.99105547,-0.9957548,-0.99397302,-0.9836393,-0.99575956,-0.98990554,-0.97531057,-0.98822762,-0.97956176,-0.99339481,-0.99432301,-0.99140603,-0.9850707,-0.99722476,-0.99761011
"80","WALKING","test",0.20396243,-0.03234452,-0.096881229,-0.46550359,-0.18078545,-0.45510762,0.91990897,-0.34745672,0.019693368,-0.95363666,-0.94686234,-0.97638778,-0.076950116,0.19753131,0.17866917,-0.36921663,-0.1930675,-0.67787086,-0.27833413,0.23435168,0.081746263,-0.61468318,-0.54311034,-0.49999531,-0.056789178,-0.19603468,0.11923738,-0.54265928,-0.73899614,-0.56307338,-0.35642995,-0.44353865,-0.35642995,-0.44353865,-0.3907957,-0.31796451,-0.41694099,-0.54568881,-0.6523754,-0.70572975,-0.36219909,-0.12099094,-0.52125699,-0.512124,-0.26679379,-0.46151164,-0.35101722,-0.20385785,-0.64843474,-0.44959647,-0.23815316,-0.70533045,-0.51254549,-0.56839968,-0.43328633,-0.64706719,-0.53129687,-0.56957739,-0.36829615,-0.57722126,-0.33226755,-0.30361075,-0.57433174,-0.60384393,-0.68990146,-0.74965418
"81","WALKING","test",0.24934321,-0.003410981,-0.056041574,-0.39947643,-0.13784483,-0.46127072,0.91317298,-0.35173678,0.024970325,-0.96968371,-0.97254632,-0.96882462,0.1098415,0.24202474,0.38010598,-0.25739068,-0.097353346,-0.66325596,-0.14838291,0.03197447,0.12586574,-0.60303438,-0.5447188,-0.48940637,-0.029430958,-0.070613107,-0.20540482,-0.53420168,-0.71048562,-0.58081542,-0.29560789,-0.43868662,-0.29560789,-0.43868662,-0.29461029,-0.24507369,-0.45988777,-0.60457531,-0.63826673,-0.6918202,-0.34403325,-0.10515758,-0.45839022,-0.42272055,-0.2104984,-0.50644402,-0.28937293,-0.10048777,-0.62370188,-0.28941465,-0.15896687,-0.70158381,-0.49583189,-0.58810127,-0.43173408,-0.63701981,-0.52298361,-0.55641292,-0.37184739,-0.56717287,-0.22482345,-0.27331151,-0.63301733,-0.65248835,-0.67924645,-0.7316334
"82","WALKING","test",0.32505052,-0.029803725,-0.077847175,-0.46511952,0.013452774,-0.36764586,0.92082397,-0.3520701,0.03009841,-0.96114454,-0.98472398,-0.97036801,0.20181144,-0.053132556,-0.22104489,-0.33348001,0.13320048,-0.58652675,-0.014336966,-0.07647036,0.10618778,-0.59401298,-0.55650645,-0.50977172,0.11516924,0.093260788,-0.19210464,-0.53188264,-0.72952245,-0.53689975,-0.27755891,-0.41638152,-0.27755891,-0.41638152,-0.26769037,-0.12095298,-0.48168882,-0.61192892,-0.64125343,-0.69026657,-0.37317238,0.085947527,-0.4019548,-0.50596013,-0.092325252,-0.39833969,-0.33229002,0.072762418,-0.53200273,-0.39614658,0.12425054,-0.64092238,-0.42548532,-0.56830414,-0.42620608,-0.64905392,-0.55240322,-0.58530754,-0.29947596,-0.58529069,-0.13541531,-0.10892883,-0.57112952,-0.71593281,-0.6739995,-0.73590816
"83","WALKING","test",0.30880812,-0.022128064,-0.13210431,-0.51482627,0.032008875,-0.34900284,0.9248589,-0.35238246,0.02681797,-0.97876714,-0.98277077,-0.95874721,-0.15781456,-0.41419573,-0.23184476,-0.42708065,0.088669763,-0.57454534,0.029505787,-0.087303248,0.10634994,-0.58670423,-0.53687204,-0.55344291,-0.018204395,-0.15090705,-0.015335425,-0.51628673,-0.73294039,-0.55007008,-0.29128626,-0.44905304,-0.29128626,-0.44905304,-0.31774429,-0.17613586,-0.48181773,-0.57411233,-0.64491506,-0.68108841,-0.44319773,0.11674499,-0.37476865,-0.54603853,-0.08238244,-0.38612016,-0.45025176,0.028968374,-0.53902331,-0.45338662,0.081984694,-0.60763476,-0.52350278,-0.5901952,-0.4873671,-0.60769697,-0.50994235,-0.61816261,-0.33121193,-0.61447491,-0.19752781,-0.15358228,-0.56628738,-0.65519604,-0.68039567,-0.70427724
"84","WALKING","test",0.26559921,-0.015936305,-0.12074953,-0.50094969,-0.16322961,-0.38942774,0.92575074,-0.34798633,0.021833768,-0.97055292,-0.97732225,-0.98224761,0.036206388,0.065936759,0.006147979,-0.44003795,-0.23812939,-0.62169026,0.025049675,-0.1465051,0.098842885,-0.61504471,-0.55517439,-0.58332377,-0.12800282,-0.24058103,0.0078890224,-0.51039692,-0.74704599,-0.6185257,-0.34393842,-0.51999786,-0.34393842,-0.51999786,-0.39977024,-0.4160981,-0.51339105,-0.58486464,-0.66086041,-0.69819388,-0.45802243,-0.15558233,-0.48308738,-0.51884051,-0.22012425,-0.38698412,-0.45000061,-0.26579273,-0.60424239,-0.47989908,-0.25921444,-0.63655706,-0.53732261,-0.57697756,-0.53416274,-0.63997866,-0.54522072,-0.63880074,-0.47527034,-0.62108306,-0.39967818,-0.43733372,-0.59540331,-0.64947211,-0.68314737,-0.74091069
